English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Lashi	Acye, Chashanhua, Lachik, Lachikwaw, Lacid, Laji, Laqi, Lasi, Leqi, Leshi, Letsi, Ac'ye, Chashan, La Chit, Lachi, Lacik, Lashi-Maru, Lechi	lsi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lsi	China, Myanmar																				1	1	1					1																		
Latin	Latina	lat			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lat	Vatican City																			1	1	1	1	1																						1
Latvian	Latvian, Standard, Latviešu valoda, Latviski	lvs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lvs	Latvia																				2	4	1					1											1							1
Latvian		lav			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lav	Latvia																			1	2	4																								1
Lau	Dai, Lau, Suafa, Ndai	llu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=llu	Solomon Islands																					1	1																							1
Lauje	Ampibabo, Ampibabo-Lauje, Laudje, Tinombo	law			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=law	Indonesia																				1		1																							1
Lawa, Western	La-up, Northern Western Lawa, Omphai, L'wa, Lava, Lavua, Mae Hong Son Lawa, Mountain Lawa, Omphai Lawa	lcp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lcp	Thailand																				1	1	1																							1
Laz	Atina, Chxala, Samurzakan-Zugdidi, Senaki, Vice-Arxava, Xopa, Ckhala, Hopa, Vital-Arkhava, Chan, Chanuri, Chanzan, Laze, Lazuri, Zan	lzz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lzz	Georgia, Turkey																				1	1	1																							1
Lega-Mwenga	Bilembo-Mango, Ibanda, Isopo, Iyoko, Lusenge, Mizulo, Ileka Ishile, Ishile, Isile, Kilega, Kirega, Lega-Ntara, Leka-Shile, Leka-Sile, Rega, Shile	lgm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lgm	Democratic Republic of the Congo																					1	1																							1
Legbo	Agbo, Gbo, Igbo, Imaban, Itigidi, Leggbo	agb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=agb	Nigeria																											1																		1
Lélé	Lele	lln			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lln	Chad																				1		1																							1
Lelemi	Buem, Lafana, Lefana, Lafana, Lefana	lef			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lef	Ghana																	1			1	1	1					1																		1
Lendu	Ddralo, Djadha, Njawlo, Pidha, Tadha, Ddradha, Jidha, Njawdha, Bale, Baledha, Balendru, Baletha, Batha, Bbadha, Bbaledha, Hema-Nord, Kihema-Nord, Kilendu	led			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=led	Democratic Republic of the Congo, Uganda																				1							1																		
Lenje	Twa, Lukanga, Chilenje, Chinamukuni, Ciina, Ciina Mukuni, Lengi, Lenji, Mukuni	leh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=leh	Zambia																					1	1					1																		1
Lepcha	Ilammu, Rengjongmu, Tamsangmu, Lapcha, Nünpa, Rongke, Rongpa, Róng, Róng-ríng, Róngkup, Lapche	lep			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lep	Bhutan, India, Nepal																											2																		
Lewo	Mate-Nul-Filakara, Tasiko, Varsu	lww			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lww	Vanuatu																	1			1	1	1	1		1		1																		1
Lezgi	Kiurintsy, Lezghi, Lezgian, Lezgin, Quba, Kiurinty, Kiuri, Samur, Akhty, Dashagyl-Filfil, Doquzpara, Fiy, Gelkhen, Giliar, Güne, Jaba, Kuba, Qurah, Qurush, Yarki	lez			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lez	Azerbaijan, Russia																			1		1	1					1																	2	
Lhaovo	Diso, Lang'e, Langsu, Langwa, Laungaw, Laungwaw, Lawng, Liangsu, Lovo, Malu, Maru, Matu, Nyky, Zi, Dago' Lawng Bit, Gawan Naw', Hlo'lan, Laking, Lawng Hsu, Wa Khawk, Zagaran Mran, Lhao Vo, Lang, Lawgore, Mulu	mhx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mhx	China, Myanmar																				1	1	1					1																		
Lhomi		lhm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lhm	China, India, Nepal																																										1			1
Lhowa	Lowa	loy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=loy	Nepal																																										1			1
Lik	Eipo, Eipomek, T-Valley, Eipomek, T-Valley	eip			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=eip	Indonesia	27				1		33		33								1	1	1	1		1			1		1																		1
Lika	Likó, Liliká, Lilikó, Ikó, Liká, Kilika, Kpongo, Liko, Liliko, Mabiti, Maliko, Toriko	lik			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lik	Democratic Republic of the Congo																					1						1																		1
Limba West	Central Limba, Western Limba, Gbongogbo, Sela, Tamiso, Tonko, Limba, West-Central, Hulimba ha, Yimba, Yumba	lia			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lia	Sierra Leone																				1	1	1					1																		1
Limbu	Yakthung Pan	lif	12962	Limbu script	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lif&rod=12962&var=n	India, India, Nepal, Nepal																					1	1	1				1																		1
Limbu	Yakthung Pan, Limbo, Limboo, Lumbu, Chaubise, Chhatthare, Panthare, Phedappe, Tamorkhole, Yanggrokke, Charkhole, Chatthare, Chhathar, Taplejunge, Yanggruppe, Yakthungpan	lif	12962		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lif&rod=12962	India, India, Nepal, Nepal	27				1														1	1	1	1	1				1																		1
Limbum	Tang, Wat, Wiyeh, Bojiin, Limbom, Llimbumi, Ndzungle, Ndzungli, Njungene, Nsungali, Nsungli, Nsungni, Wimbum, Kambu	lmp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lmp	Cameroon, Nigeria																				1	1	1					1																		
Limburgish	Limberger, Limburgan, Limburgian, Limburgic, Limburgs, , Limbourgeois, Limburgan, Limburgian, Limburgic, Limburgs, Limburgs Plat, Lèmburgs, Plat, Limburgisch	lim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lim	Belgium, Germany, Netherlands																						1																							1
Lingala	Ngala	lin			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lin	Congo, Democratic Republic of the Congo																			2	1	1	1					1							1											1
Lingao	Lincheng, Qiongshan, Lingao Proper-Dengmai, Bê, Limkow, Linkow, Ong-Be, Ongbe, Vo Limkou	onb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=onb	China																				1							1											1							1
Lipo, Eastern	Eastern Lipo, Western Lipo, Lipo, Central Lisu, Dayao, Eastern Lisu, Lolongo, Lolopo	lpo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lpo	China																					1						1																		1
Lis Ma Ron	Alis I Ron, Shagau, Alis I Run, Bokkos, Lis Ma Run, Maleni, Manguna, Nafunfia, Shagawu, Ron	cla	02470		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cla&rod=02470	Nigeria																											1																		1
Lisu	Bai Lisu, Dechang Lisu, Hei Lisu, Hua Lisu, Lu Shi Lisu, Ninglang Lisu, Northern Lisu, Nujiang Lisu, Shibacha Lisu, Western Lisu, Black Lisu, Flowery Lisu, White Lisu, Chedi, Cheli, Chung, Khae, Leisu, Leshuoopa, Lesuo, Li, Li-Hsaw, Li-Shaw, Lip'a, Lisaw, Lishu, Liso, Lissu, Loisu, Lu-Tzu, Lusu, Yao Yen, Yaw Yin, Yaw-Yen, Yeh-Jen, Hwa Lisu, Central Lisu, Southern Lisu, Yeh-Jeh	lis			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lis	China, India, Myanmar, Thailand																			1	1	1	1					1																		
Lithuanian	Aukshtaičių, Dzukų, Suvalkiečių, Aukshtaičiai, Aukstaitiškai, Dzukiškai, Highland Lithuanian, Suvalkietiškai, Lietuviškai, Lietuvių kalba, Lietuviu, Litauische, Litewski, Litovskiy	lit			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lit	Lithuania																			2	1	4	1					1							1				1							1
Lobala	Likoka, Poko, South Lobala, Tanda, Iboko	loq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=loq	Democratic Republic of the Congo																				1	1	1																							1
Lobiri	Gongon Lobi, Lobi, 'Lobiir, 'Lobiiri, Miwa	lob			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lob	Burkina Faso, Côte dꞌIvoire																				1		1					1																		
Lodhi	Lodha, Lodi, Lohi, Lozi	lbm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbm	India																				2	1	1																							1
Logo	Logoti, Bari, Bhagira, Doka, Lolya, Obilebha, Ogambi, Bagela, Bari-Logo, Bariti, Northern Logo, Obelebha, Obileba, Ogamaru, Lògòti	log			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=log	Democratic Republic of the Congo																				1	2	1					1																		1
Lokaa	Loke, Loko, Luko, Yakurr, Yakö, Nkpam, Ugep, Loka, Loko, Lokạạ, Lokǝ, Lokö, Luko, Yakurr, Yakö	yaz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=yaz	Nigeria																				1		1					1																		1
Loko	Buya, Gbendembu, Koya, Laia, Libisegahun, Magbiambo, Nagbanmba, Ngoahu, Ribbi, Sanda, Landogo	lok			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lok	Sierra Leone																				1		1					1																		1
Lole	Ba'a, North Lole, South Lole, Baä, Central Rote, Loleh, Rote, Rote Tengah, Roti, Rotinese	llg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=llg	Indonesia																				1		1																							1
Lolo	Ilolo	llb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=llb	Mozambique																						1					1																		1
Lolopo	Nanhua Lolopo, Shuangbai Lolopo, Yao'an Lolopo, Bai Yi, Central Yi, Gaoshanzu, Hei Yi, Lolopho, Lulupu, Luolu	ycl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ycl	China																				1		1																							1
Lomongo	Bokote, Booli, Bosaka, Bukala, Ekonda Mongo, Ekota, Emoma, Ikongo, Iyembe, Konda, Kutu, Lionje, Longo, Longombe, Mbole, Mpama, Nkole, Nkundo, Ntomba-Bikoro, Ntomba-Inongo, Panga, Wangata, Yalima, Yamongo, Acitu, Bakutu, Belo, Bolongo, Bosanga-Ekonda, Bosanga-Mbole, Buli, Ekonda, Ipanga, Kala, Lokalo-Lomela, Lokonda, Lokwala, Lolo, Lonkundo, Lonkundu, Lwankamba, Mangilongo, Ngombe-Lomela, Ngome à Múná, Nkengo, Nkundu, Nsongo, Ntomba, South Nkundo, Titu, Yailima, Yajima, Yenge, Yongo, Mongo-Nkundu, Lɔmɔngɔ, Mongo	lol			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lol	Democratic Republic of the Congo																				1	2	1					1																		1
Lomwe	Acilowe, Alomwe, Chilowe, Cilowe, Elhomwe, Elomwe, Ilomwe, Ingulu, Lomue, Mihavane, Mihavani, Mihawani, Ngulu, Nguru, Walomwe, West Makhuwa, Western Makua	ngl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ngl	Mozambique																				2		1					1																		1
Longuda	Nya Ceriya, Nya Dele, Nya Guyuwa, Nya Gwanda, Nya Tariya, Banjiram, Cirimba, Guyuk, Gwandaba, Jessu, Nyuwar, Plain Nya Guyuwa, Taraba, Turuba, Languda, Longura, Nunguda, Nungura, Nunguraba	lnu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lnu	Nigeria																											1																		1
Lorma	Briama, Gbunde, Gizima, Wubomai, Ziema, Bonde, Bulima, Buluiema, Buluyiema, Bulyama, Bunde, Siama, Wubomei, Loma, Loghoma, Logoma, Looma, Toa	lom			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lom	Liberia																				1	1	1					1																		1
Lorung, Northern	Biksit, Bikshi, Lohorung, Lohorong, Lohrung, Lohrung Khanawa, Lorung, Northern Lorung, Yakkhaba Khap	lbr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbr	Nepal																											1																		1
Lote	Uvol	uvl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=uvl	Papua New Guinea	27				1												1		1	1	1	1	1	1	1		1																		1
Lozi	Kololo, Rotse, Rozi, Rutse, Silozi, Tozvi, Kolololo, siLozi, Rotvi	loz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=loz	Botswana, Namibia, Zambia, Zimbabwe																				1	1	1					1																		
Luang	Lakor, Moa, Wetan, Wetang, Leti, Letri Lgona, Lgona, Literi Lagona, Lteri Lgona	lex			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lex	Indonesia																				1	1	1	1																						1
Lubwisi	Talinga-Bwisi, Bwisi, Kitalinga, Lubwissi, Mawissi, Olubwisi, Talinga, Bwissi, Talinge	tlj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tlj	Democratic Republic of the Congo, Uganda																				1	1	1					1																		
Luchazi	Lucazi, Chiluchazi, Lujash, Lujazi, Lutchaz, Lutshase, Luxage, Ponda, chi-Luchazi, Cujazi, Lujasi	lch			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lch	Angola, Zambia																											1																		
Luganda	Diopa, Kooki, Sese, Vuma, Ludiopa, Luvuma, Olukooki, Olusese, Ganda, Baganda, LùGáànda, luGanda	lug			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lug	Uganda																			2	2	6	1					1							1				1							1
Lugbara	Abedju-Azaki, Aluru, Lu, Nio, Otsho, Zaki, High Lugbara, Lugbarati, Arua, Maracha, Terego, Ayivu, Omugo, Standard Lugbara, Logbara, Lubarati, Western Lugbara	lgg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lgg	Democratic Republic of the Congo, Uganda																				1	1	1					1																		
Lughuru	Luguru, Cilugulu, Guru, Ikiruguru, Kiluguru, Kiruguru, Lugulu, Ruguru	ruf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ruf	Tanzania																				1	1	1	1				1																		1
Lukakamega	Idakho, Isukha, Tiriki, Idaxo, Isuxa, Itakho, Itoxo, Lwisukha, Luidakho-Luisukha-Lutirichi, Idakho-Isukha-Tiriki, Idaxo-Isuxa-Tiriki	ida			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ida	Kenya																				1		1					1																		1
Lukpa	Dompago, Legba, Logba, Lokpa, Lugba, Legba, Logba, Lokpa, Lugba, Yoa-Lokpa	dop			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=dop	Benin, Togo															1		1	1		1		1	1		1		1																		1
Lumasaaba	Lubuuya, Ludadiri, Lufumbo, Luteza, Luwalasi, Luyobo, Buuya, Buya, Dadiri, Masaaba, Bagisu, Gisu, Kisu, Lugisu, Masaba	myx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=myx	Uganda																				1	2	1					1																		1
Lumun	Kuku-Lumun, Lomon	lmd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lmd	Sudan																					1						1																		1
Lun Bawang - Lun Dayah	Long Iluk, Lun Ba, Trusan, Lun Bawang, Buri tau, Buri' Lun Bawang, Buri' Lun Dayeh, Lun Daya, Lun Dayah, Lun Daye, Lun Dayoh, Lundaya, Southern Murut, Papadi, Long Bawan, Sarawak Murut, Lun Dayeh, Lundaya Putuk, Lundayeh, Lepu Potong, Padas, Lawas, Limbang, Lun Lod, Lundayu	lnd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lnd	Brunei, Indonesia, Malaysia																				1	1	1																							
Lunda	Chilunda, Ruund, Lunda Kalunda, Lunda Kambove, Lunda Ndembu, Humbu, Kawiku, Kosa, Ndembu, Koosa, chiLunda	lun			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lun	Angola, Democratic Republic of the Congo, Zambia																				1		1					1																		
Lungga	Luga, Luqa	lga			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lga	Solomon Islands																						1					1																		1
Luo	Dholuo, Doluo, Kavirondo, Kidjaluo	luo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=luo	Kenya, Tanzania																			1	2	2	1					1																		
Luragoli	Lulogooli, Llogole, Llugule, Logooli, Lugooli, Maragoli, Maragooli, Ragoli, Uluragooli	rag			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rag	Kenya, Tanzania																				1	2						1																		
Luri (Iran)	Andimeshki, Bala-Gariva'i, Borujerdi, Cagani, Feyli, Khorramabadi, Mahali, Nahavandi, Solasi, Rural Mahali, Luri, Northern, Lori, Luri, Luristani	lrc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lrc	Iran																				1							1																		1
Lusamya-Lugwe	Olusamia, Lusaamia, Saamia, Ólusaamya, Gwe, Heehe, Saamya, Lugwe, Luheehe, Luhehe, Samia, Saamya-Gwe, Bagwe, Basamia, Lusaamya-Lugwe	lsm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lsm	Kenya, Uganda																				1	2	1					1																		
Lusoga	Diope, Gabula, Gweri, Kigulu, Lamoogi, Lukono, Luuka, Nholo, Siki, Tembé, Tenga, Kono, Lamogi, Ludiope, Lugabula, Lugweri, Lukigulu, Lulamogi, Lulamoogi, Lunholo, Lusiginyi, Lusiki, Lutembe, Lutenga, Siginyi, Soga, Olusoga	xog			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xog	Uganda																				2	1	1					1																		1
Lutachoni	Tachon, Tachoni, Tatsoni	lts			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lts	Kenya																																													1
Lutos	Konga, Lutos, Nduga, Nduka, Wada, Louto, Luto, Ndouka, Ndoukwa, Ngougua, Rito, Routo, Ruto, Wad	ndy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ndy	Central African Republic, Chad																				1		1																							1
Luvale	Balovale, Chiluvale, Lovale, Lubale, Luena, Lwena	lue			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lue	Angola, Zambia																					1						1																		
Luwo	Dhe Luwo, Dhe Lwo, Dheluwo, Giur, Jo Lwo, Jur, Jur Luo, Jur Luwo, Jur Lwo, Luo, Lwo, dhɛ luuhɔ, dhe Luuo	lwo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lwo	South Sudan																				1	1	1					1																		1
Luxembourgeois	Areler, Letzburgisch, Luxembourgeois, Eechternoacher, Kliärrwer, Veiner, Luxemburgian, Lëtzebuergesch, Moselle Franconian, Minetter, Miseler, Frankish, Platt, Stater, Weelzer, Luxemburgish	ltz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ltz	Belgium, France, Germany, Luxembourg																				1		1																							1
Lyele	Gurunsi, Lela, Lele, Lyela, Central Lyélé, Kandéré, Northern Lyélé, Southern Lyélé, Reo, Lyélé, Lyæ̀læ	lee			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lee	Burkina Faso																	1			1	1	1					1																		1
Ma\'di, Southern	Ogoko, Okollo, Rigbo, Ma'di Okollo	snm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=snm	Uganda																				1		1																							1
Maale	Male, Malie	mdy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mdy	Ethiopia																				1	2	1	1				1																		1
Maasai	Arusa, Damat, Iloodokilani, Kaputiei, Keekonyokie, Kisonko, Kore, Laitokitok, Loitai, Matapo, Moitanik, Parakuyo, Purko, Siria, Arusha, Baraguyu, Ilparakuyo, Kwavi, Wuasinkishu, Maa, Masai, ɔl Maa, L-Aitayiok, Salei, Serenget, Sikirari, Arusha-Chini, Il-Arusha, Kisongo, Kuma, L-Arusha, Larusha, Rusa, Rusha, Kimaasai, Lumbwa, Massai	mas			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mas	Kenya, Tanzania																				2	4	1					1							1											
Maay	Af-Helledi, Af-Maay, Af-Maay Tiri, Af-May, Af-Maymay, Af-maay, Maay Maay, Mai Mai, Rahanween, Rahanweyn	ymm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ymm	Somalia																						1					1							1											1
