2.880	9.580	1a
9.580	20.060	1b
20.060	29.720	1c
29.720	42.400	1d
42.400	55.720	2a
55.720	71.060	2b
71.060	89.080	3a
89.080	104.820	3b
104.820	114.040	4a
114.040	119.020	4b
119.020	125.200	4c
125.200	133.920	5a
133.920	144.240	5b
144.240	146.720	5c
146.720	150.740	5d
150.740	153.920	6a
153.920	158.800	6b
158.800	162.520	6c
162.520	174.480	7a
174.480	181.180	7b
181.180	184.840	7c
184.840	186.800	7d
186.800	195.820	7e
195.820	215.800	8
215.800	233.120	9
233.120	236.400	10a
236.400	246.140	10b
246.140	252.360	11a
252.360	254.680	11b
254.680	257.940	11c
257.940	264.260	11d
264.260	270.960	12a
270.960	275.960	12b
275.960	282.800	12c
282.800	286.600	12d
286.600	298.680	12e
298.680	308.440	12f
308.440	321.640	13a
321.640	325.960	13b
325.960	332.080	13c
332.080	344.100	14a
344.100	348.440	14b
348.440	353.600	14c
353.600	360.880	14d
